,title,view,u_date,link,e_date
145,In the era of high prices  the cheapest cheapest rice in Korea is 2500 won,14만,조회수 91만회,https://youtube.com/watch?v=kqRM0jFOS-w&pp=ygUG6rWt67Cl,20230527
146,Easy Charm MBN 230510 Broadcast,11만,조회수 5.9만회,https://youtube.com/watch?v=YsPNbM_PmNo&pp=ygUG6rWt67Cl,20230527
147,HUNTING FOX CLUB,11만,9일 전,https://youtube.com/watch?v=1k_oOHnLUlM&pp=ygUG6rWt67Cl,20230527
148,Why did Baek Jong won leave Baek Jong won s street in Baek Jong won s free doctor,1.4만,4일 전,https://youtube.com/watch?v=LtrVJM-Fb6s&pp=ygUG6rWt67Cl,20230527
149,When did we become a nation of Korean rice,15만,1개월 전,https://youtube.com/watch?v=agxHdA-g5uA&pp=ygUG6rWt67Cl,20230527
150,The Food That Koreans Love the Most GukbapMeat and Rice Soup Top 10,9.3천,1개월 전,https://youtube.com/watch?v=JTbMD7Cjlb8&pp=ygUG6rWt67Cl,20230527
151,Making pork soup to the secret ingredient of craftsman Park Kyung rye  a recipe master of Busan pork soup,4.6만,2주 전,https://youtube.com/watch?v=h_QnAEfIWjU&pp=ygUG6rWt67Cl,20230527
152,Paik Jong won s Rice Cooking Street,90000.0,9시간 전,https://youtube.com/watch?v=gNjyKRvzyCs&pp=ygUG6rWt67Cl,20230527
153,At 5 000 won  the rice soup is famous for its infinite refilled rice bombs  Seonji haejangguk Korean street food,340000.0,1개월 전,https://youtube.com/watch?v=PuVGuLbF__w&pp=ygUG6rWt67Cl,20230527
154,KBS 20230524,2420000.0,2일 전,https://youtube.com/watch?v=b5qjG8fayDk&pp=ygUG6rWt67Cl,20230527
155,On an empty stomach  a dangerous video tells the story of Sundae soup with a special fan base,220000.0,3주 전,https://youtube.com/watch?v=tcgVXe0EM3M&pp=ygUG6rWt67Cl,20230527
156,This is the first time I have ever lived in a rice house that sells nonsense,110000.0,9일 전,https://youtube.com/watch?v=3fmBeMM-OE0&pp=ygUG6rWt67Cl,20230527
157,Subtitles News Baek Jong won will return to KBS 20230526,4100.0,10시간 전,https://youtube.com/watch?v=tKZDrXwTHj8&pp=ygUG6rWt67Cl,20230527
158,There are a lot of pork dishes in Busan,84만,1개월 전,https://youtube.com/shorts/p_pPBOvRPm0,20230527
159,The 95 year old Haejangguk enthusiast s one pick Korean rice soup,2.9천,12일 전,https://youtube.com/watch?v=VJBOknPfBqM&pp=ygUG6rWt67Cl,20230527
160,20 years of Haejang 20 years of rice soup recommended by the best rice soup rice soup and city EP02,15만,1개월 전,https://youtube.com/watch?v=CcT3TWWNaso&pp=ygUG6rWt67Cl,20230527
161,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,14000.0,4일 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
162,Domestic sow soup cold ginseng mugwort muggogan day,150000.0,1개월 전,https://youtube.com/watch?v=Dom8v0HLf_I&pp=ygUG6rWt67Cl,20230527
163,40 minutes pork soup Only 40 bowls of rice soup Minister Jang Hyuk s steamed restaurant Added leek to immaculate soup,280000.0,조회수 97만회,https://youtube.com/watch?v=MjQaAFTcb_E&pp=ygUG6rWt67Cl,20230527
164,Easy Charm MBN 230510 Broadcast,54000.0,조회수 8.9천회,https://youtube.com/watch?v=YsPNbM_PmNo&pp=ygUG6rWt67Cl,20230527
165,In the era of high prices  the cheapest cheapest rice in Korea is 2500 won,2200.0,조회수 92만회,https://youtube.com/watch?v=kqRM0jFOS-w&pp=ygUG6rWt67Cl,20230527
166,Delicious spicy kimchi hot mara soup chanpon sundae soup 80 degrees chanpon soup Delicious pork soup Korean pork soup,9300.0,1개월 전,https://youtube.com/watch?v=VoeJKMIMpIw&pp=ygUG6rWt67Cl,20230527
167,Why did Baek Jong won leave Baek Jong won s street in Baek Jong won s free doctor,600000.0,2주 전,https://youtube.com/watch?v=LtrVJM-Fb6s&pp=ygUG6rWt67Cl,20230527
168,HUNTING FOX CLUB,8900.0,조회수 2.2천회,https://youtube.com/watch?v=1k_oOHnLUlM&pp=ygUG6rWt67Cl,20230527
169,The majesty of Suncheon Utjang rice soup Even if you only make rice soup  the mountain rice is delicious for free Yummy,920000.0,조회수 14만회,https://youtube.com/watch?v=3aHbkeKoywk&pp=ygUG6rWt67Cl,20230527
170,the end board of the rice in soup egg,110000.0,조회수 5.9만회,https://youtube.com/shorts/Kq__BIapQK8,20230527
171,I m going to eat Sung Si Kyung,46000.0,2주 전,https://youtube.com/watch?v=DpGJEDKsf1o&pp=ygUG6rWt67Cl,20230527
172,This is the best Korean rice restaurant in my life  Jangam dong Korean rice noodle shop,1400.0,1개월 전,https://youtube.com/watch?v=BFIw0bXtMq0&pp=ygUG6rWt67Cl,20230527
173,Watching the Sundae Korean Rice Series Thriller Toon,650000.0,3주 전,https://youtube.com/watch?v=uycDBE0uOMY&pp=ygUG6rWt67Cl,20230527
174,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,690000.0,6일 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
175,The boss who shoots 600 million people who pay more for rice than rice soup,76000.0,2주 전,https://youtube.com/watch?v=OGL4Mm_HRb8&pp=ygUG6rWt67Cl,20230527
176,Korean Pork Pork Pork Pork Pork KBS 151210 Broadcast,65만,3주 전,https://youtube.com/watch?v=fsEFDZQawYs&pp=ygUG6rWt67Cl,20230527
177,The loan of 37 trillion won  which was delayed due to the 5 major banks  corona  Yonhap News TV YonhapnewsTV,1400,2주 전,https://youtube.com/watch?v=SSlGdCKohA4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
178,S0222 Comparison of earnings of three major Internet banks in Korea 20162022 Kakao Bank K Bank Toss Bank shorts,1200,2주 전,https://youtube.com/shorts/A7s3cajMzOU,20230527
179,186 Coin Fee Imports Like Kim Nam guk Exchange A,36000,11일 전,https://youtube.com/watch?v=rqkQbusvW68&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
180,Interest rate outlook Let s look at the BOK s interest rate outlook based on US interest rate adjustment Interest rate outlook Bank of Korea,760000,8일 전,https://youtube.com/watch?v=t84Q1jbesRE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
181,requesting deposit and withdrawal notification,650000,2주 전,https://youtube.com/watch?v=kACw_hxgFoU&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
182,Reporters who say they want to allow investment banking business 0511,70000,2주 전,https://youtube.com/watch?v=iutLnGmnLNs&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
183,I ve been paying such a huge fee,140000,2주 전,https://youtube.com/watch?v=6ytyFCR4P1w&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
184,Application for registration of entrustment after winning bid Try it yourself without help of lawyer Self ownership transfer registration entrustment application Registration license registration fee Internet payment National housing bond purchase calculator,310000,2주 전,https://youtube.com/watch?v=vZYG1cij70U&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
185,If you do not know this  you may get a tax bomb,20000,2주 전,https://youtube.com/watch?v=KGh4Q5mx9Zw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
186,Why don t you buy XX instead of trusting it when the bank goes bankrupt,740000,13일 전,https://youtube.com/watch?v=R5OiW3C0oic&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
187,Possible introduction of Ripple XRP by the Bank of Korea,6800,11일 전,https://youtube.com/watch?v=V29-ljaG5xM&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
188,EBS Lifelong School 7th Bank is in my palm Baek Jong woo s senior smartphone,420000,1개월 전,https://youtube.com/watch?v=wkDdu3VPryQ&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
189,Nonghyup Point Cash Deposit Nonghyup Bank nh Point Cashback Cash Deposit Nonghyup Point Point Cash Transfer Account Transfer,840000,3주 전,https://youtube.com/shorts/rA9Q_lsCb8U,20230527
190,Do you know that you re paying a huge fee for life,1500,2주 전,https://youtube.com/shorts/cFB7CbT3rXA,20230527
191,Ripple s XRP 1 000 trillion won Standard Chartered Bank statement hits the jackpot,12000,3주 전,https://youtube.com/watch?v=DSDf7qBY0S4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
192,Jecheon Nonghyup Bank Credit Guarantee Foundation Youth Project Support,140000,11일 전,https://youtube.com/watch?v=df3gjxEBsY0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
193,Why Bitcoin Is Going Up The Bank Crisis Is Not Over Yet I Am Digital Gold Bitcoin,2100,2주 전,https://youtube.com/watch?v=Qrjzj7RdrC8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
194,Find Beneficiary Coins The Bank of Korea s Payment Settlement Report  which was released a short time ago,920000,4주 전,https://youtube.com/watch?v=rzpgeW05lz0&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
195,0504 Bit rebound with US banking crisis BTC relief rally Ghana starts to cut interest rates in September News Bitcoin Etherium Ripple Dodge Upbit NFT,70000,3주 전,https://youtube.com/watch?v=pvN14yWGcy4&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
196,The Japanese jammin  who has lost 160 billion won in this action,11000,3주 전,https://youtube.com/shorts/U8Re9PTPcng,20230527
197,If you do this bank transaction  you will get 1 million won cash back,1000,2주 전,https://youtube.com/watch?v=9R3DZ_J8gx8&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
198,Why are the nymphs weak,350000,2주 전,https://youtube.com/shorts/yJQ9gbAgt5A,20230527
199,KB Kookmin Bank Emergency Loan Qualification Conditions Interest Rate Limit Notes Shorts,100000,3주 전,https://youtube.com/shorts/a9mMSEI6fHI,20230527
200,Paik Jong won s Rice Cooking Street,8.5만,8시간 전,https://youtube.com/watch?v=gNjyKRvzyCs&pp=ygUG6rWt67Cl,20230527
201,At 5 000 won  the rice soup is famous for its infinite refilled rice bombs  Seonji haejangguk Korean street food,33만,1개월 전,https://youtube.com/watch?v=PuVGuLbF__w&pp=ygUG6rWt67Cl,20230527
202,KBS 20230524,241만,2일 전,https://youtube.com/watch?v=b5qjG8fayDk&pp=ygUG6rWt67Cl,20230527
203,Baek Jong won also gave up budget market Kookbap street shocking recent situation Why young people do not go to market,28만,조회수 97만회,https://youtube.com/watch?v=d75b3-isnUo&pp=ygUG6rWt67Cl,20230527
204,Subtitles News Baek Jong won will return to KBS 20230526,5.4만,조회수 12만회,https://youtube.com/watch?v=tKZDrXwTHj8&pp=ygUG6rWt67Cl,20230527
205,This is the first time I have ever lived in a rice house that sells nonsense,10만,2주 전,https://youtube.com/watch?v=3fmBeMM-OE0&pp=ygUG6rWt67Cl,20230527
206,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,3.9천,9시간 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
207,Domestic sow soup cold ginseng mugwort muggogan day,22만,3주 전,https://youtube.com/watch?v=Dom8v0HLf_I&pp=ygUG6rWt67Cl,20230527
208,40 minutes pork soup Only 40 bowls of rice soup Minister Jang Hyuk s steamed restaurant Added leek to immaculate soup,12만,조회수 8.9천회,https://youtube.com/watch?v=MjQaAFTcb_E&pp=ygUG6rWt67Cl,20230527
209,The majesty of Suncheon Utjang rice soup Even if you only make rice soup  the mountain rice is delicious for free Yummy,91만,조회수 2.2천회,https://youtube.com/watch?v=3aHbkeKoywk&pp=ygUG6rWt67Cl,20230527
210,In the era of high prices  the cheapest cheapest rice in Korea is 2500 won,14만,조회수 11만회,https://youtube.com/watch?v=kqRM0jFOS-w&pp=ygUG6rWt67Cl,20230527
211,Easy Charm MBN 230510 Broadcast,11만,9일 전,https://youtube.com/watch?v=YsPNbM_PmNo&pp=ygUG6rWt67Cl,20230527
212,Why did Baek Jong won leave Baek Jong won s street in Baek Jong won s free doctor,1.4만,4일 전,https://youtube.com/watch?v=LtrVJM-Fb6s&pp=ygUG6rWt67Cl,20230527
213,HUNTING FOX CLUB,15만,1개월 전,https://youtube.com/watch?v=1k_oOHnLUlM&pp=ygUG6rWt67Cl,20230527
214,the end board of the rice in soup egg,9.3천,1개월 전,https://youtube.com/shorts/Kq__BIapQK8,20230527
215,ENG  the second hunting house that does not give up,7.6만,2주 전,https://youtube.com/watch?v=oNNCQ0c46YQ&pp=ygUG6rWt67Cl,20230527
216,Baek Jong won s cut off rice bran street Recently shocked c,4.6만,2주 전,https://youtube.com/shorts/ZXlhDgSfp3Y,20230527
217,Even if Baek Jong won helped  the merchants who refused are now shorts,600,2주 전,https://youtube.com/shorts/yOsvb1JVNR4,20230527
218,Pork Shorts,65만,3주 전,https://youtube.com/shorts/0UHspitp43c,20230527
219,The 95 year old Haejangguk enthusiast s one pick Korean rice soup,69만,6일 전,https://youtube.com/watch?v=VJBOknPfBqM&pp=ygUG6rWt67Cl,20230527
220,SUB Sundae rice aid Chungbuk aid Sundae rice     Dippleseki,1.3천,9일 전,https://youtube.com/watch?v=_Jnn93BOKn0&pp=ygUG6rWt67Cl,20230527
221,Watching the Sundae Korean Rice Series Thriller Toon,42만,5일 전,https://youtube.com/watch?v=uycDBE0uOMY&pp=ygUG6rWt67Cl,20230527
222,I m going to eat Sung Si Kyung,19만,5일 전,https://youtube.com/watch?v=DpGJEDKsf1o&pp=ygUG6rWt67Cl,20230527
223,Give me 20 when you get the compensation for conscription Wow Left s commission business,6600,2일 전,https://youtube.com/watch?v=WwNwGPtTRjI&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,20230527
