,WORD,PART,VIEW,U_DATE,LINK,E_DATE
1504,from,IN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1505,10,CD,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1506,million,CD,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1507,won,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1508,and,CC,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1509,it,PRP,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1510,is,VBZ,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1511,possibl,JJ,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1512,to,TO,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1513,build,VB,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1514,a,DT,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1515,40,CD,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1516,pyeong,JJ,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1517,3,CD,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1518,room,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1519,new,JJ,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1520,style,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1521,villa,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1522,complex,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1523,in,IN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1524,seondan,NNP,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1525,dong,CC,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1526,full,NNP,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1527,option,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1528,complet,NNP,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1529,apart,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1530,type,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1531,structur,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1532,pocheon,NNP,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1533,new,JJ,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1534,style,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1535,villa,NN,9시간 전,202305,https://youtube.com/watch?v=5gBq8eTaYwo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1536,cc,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1537,korean,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1538,subtitl,NNS,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1539,samsung,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1540,heavi,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1541,industri,NNPS,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1542,plan,VBZ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1543,to,TO,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1544,secur,VB,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1545,addit,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1546,manpow,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1547,in,IN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1548,thailand,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1549,possibl,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1550,surplu,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1551,in,IN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1552,the,DT,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1553,second,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1554,half,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1555,of,IN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1556,the,DT,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1557,shipbuild,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1558,industri,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1559,gtt,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1560,korea,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1561,shipbuild,NNP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1562,licens,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1563,ha,VBZ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1564,been,VBN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1565,revis,VBN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1566,but,CC,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1567,mid,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1568,size,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1569,shipbuild,NN,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1570,order,NNS,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1571,are,VBP,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1572,activ,JJ,1일 전,202305,https://youtube.com/watch?v=V3Galzf86mA&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1573,sonic,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1574,inu,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1575,announc,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1576,ipo,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1577,on,IN,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1578,may,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1579,29,CD,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1580,where,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1581,will,MD,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1582,it,PRP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1583,be,VB,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1584,list,VBN,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1585,on,IN,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1586,the,DT,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1587,big,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1588,exchang,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1589,on,IN,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1590,may,NNP,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1591,30,CD,1일 전,202305,https://youtube.com/watch?v=fQ1qY_75hCc&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1592,ilsan,NNP,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1593,new,JJ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1594,construct,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1595,villa,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1596,sale,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1597,39,CD,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1598,pyeong,JJ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1599,poongsan,NNP,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1600,station,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1601,area,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1602,apart,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1603,class,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1604,3,CD,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1605,room,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1606,unsold,JJ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1607,pre,JJ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1608,sale,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1609,complet,RB,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1610,120,CD,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1611,million,CD,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1612,sale,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1613,price,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1614,crazi,JJ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1615,cut,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1616,now,RB,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1617,is,VBZ,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1618,the,DT,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1619,best,JJS,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1620,opportun,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1621,to,TO,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1622,prepar,VB,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1623,my,PRP$,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1624,hous,NN,3일 전,202305,https://youtube.com/watch?v=0c7HQTD_Hzw&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1625,no161,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1626,incheon,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1627,new,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1628,construct,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1629,seo,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1630,gu,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1631,maejeon,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1632,dong,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1633,loan,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1634,without,IN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1635,a,DT,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1636,credit,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1637,loan,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1638,onli,RB,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1639,a,DT,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1640,mortgag,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1641,0,CD,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1642,won,VBD,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1643,how,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1644,to,TO,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1645,buy,VB,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1646,a,DT,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1647,good,JJ,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1648,hous,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1649,cheapli,NN,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1650,lee,NNP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1651,will,MD,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1652,tell,VB,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1653,you,PRP,3일 전,202305,https://youtube.com/watch?v=aqUjEMRgYcE&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1654,helio,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1655,citi,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1656,parkrio,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1657,acro,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1658,river,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1659,park,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1660,mapo,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1661,raemian,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1662,prugio,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1663,raemian,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1664,crescent,NNP,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1665,faint,VBD,1일 전,202305,https://youtube.com/watch?v=8WyCH5A-VZo&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1666,90,CD,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1667,year,NN,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1668,old,JJ,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1669,billionair,NN,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1670,now,RB,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1671,the,DT,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1672,compani,NN,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1673,i,PRP,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1674,want,VBP,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1675,to,TO,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1676,buy,VB,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
1677,the,DT,3일 전,202305,https://youtube.com/watch?v=2ZexKJoUS9s&pp=ygUQ7J2A7ZaJIOyImOyImOujjA%3D%3D,202305
